ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,MENSAGEM,DS_RECEITA_TRATADO,EXAME_IDENTIFICADO
821,2020-01-28,1100000821,12345670821,Maria,"Uso Oral 1- Ondansetrona 4mg -------------- Tomar 01 cp de 8/8horas se náuseas e/ou vômitos. Realizar jejum de 40-60min após medicação. 2- Zinco 2mg/0,5ml ------------------ ** Dar 5ml uma vez ao dia por 10 dias. 3- Dipirona 50mg/ml --------------- Dar 7ml de  6/6horas se dor ou febre (tax maior ou igual a 37,8ºC) 4- Floratil 200mg ------------------- Dar 01 sache de 12/12horas por 3 dias.  Obs.:   - Aumentar ingesta hídrica e dieta leve.  - Realizar curva térmica, se febre. ",,uso oral 1 ondansetrona 4mg tomar 01 cp 88horas se nauseas eou vomitos realizar jejum 4060min apos medicacao 2 zinco 2mg05ml dar 5ml vez ao dia por 10 dias 3 dipirona 50mgml dar 7ml 66horas se dor ou febre tax maior ou igual 378c 4 floratil 200mg dar 01 sache 1212horas por 3 dias obs aumentar ingesta hidrica dieta leve realizar curva termica se febre,Nulo
822,2020-02-13,1100000822,12345670822,José,Uso oral Muvinlax 1 caixa Tomar 1 sache de 12 em 12 horas ate conseguir evacuar ,,uso oral muvinlax 1 caixa tomar 1 sache 12 em 12 horas ate conseguir evacuar,Nulo
823,2020-03-01,1100000823,12345670823,Ana,USO ORAL 1) DIPIRONA(1G) TOMAR 1 COMP DE 6 EM 6 HORAS SE DOR OU FEBRE 2) PREDNISOLONA(20MG) TOMAR 1 COMP DE 12 EM 12 HORAS POR 5 DIAS 3) LORATADINA(10MG) TOMAR 1 COMP DE 12 EM 12 HORAS  POR 5 DIAS 4) DROPROPIZINA(XAROPE) TOMAR 10 ML DE 6 EM 6 HORAS SE TOSSE 5) STREPSILS / BENALET TOMAR 1 PASTILHA DE 2 EM 2 HORAS ,,uso oral 1 dipirona1g tomar 1 comp 6 em 6 horas se dor ou febre 2 prednisolona20mg tomar 1 comp 12 em 12 horas por 5 dias 3 loratadina10mg tomar 1 comp 12 em 12 horas por 5 dias 4 dropropizinaxarope tomar 10 ml 6 em 6 horas se tosse 5 strepsils benalet tomar 1 pastilha 2 em 2 horas,Nulo
824,2020-10-04,1100000824,12345670824,Pedro,SOLICITO ECOCARDIO FETAL OBS: REALIZAR ENTRE 24-28 SEMANAS ,,solicito ecocardio fetal obs realizar entre 2428 semanas,Nulo
825,2020-02-06,1100000825,12345670825,Mariana,"USO ORAL  1) REHIDRAT 90			1 CX DILUIR 1 ENVELOPE PARA CADA 500 ML DE AGUA E TOMAR 2 LITROS 2) BROMOPRIDA 10 MG		1 CX TOMAR 1 CP DE 6/6 HORAS SE NAUSEAS OU VOMITOS 3) FLORAX, FLORATIL OU REPOFLOR	1 CX TOMAR 1 FR DE 12/12 HORAS POR 5 DIAS  4) DIPIRONA 1G			1 CX TOMAR 1 CP DE 6/6 HORAS SE DOR ",,uso oral 1 rehidrat 901 cx diluir 1 envelope cada 500 ml agua tomar 2 litros 2 bromoprida 10 mg1 cx tomar 1 cp 66 horas se nauseas ou vomitos 3 florax floratil ou repoflor1 cx tomar 1 fr 1212 horas por 5 dias 4 dipirona 1g1 cx tomar 1 cp 66 horas se dor,Nulo
826,2020-06-30,1100000826,12345670826,Carlos,USO ORAL 1- PREDSIM 20MG TOMAR 1CP PELA MANHÃ POR 5 DIAS 2- AZITROMICINA 500MG TOMAR 1CP 1X AO DIA POR 5 DIAS USO NASAL 3- AVAMYS  INALAR 2 JATOS EM CADA NARINA 1X AO DIA POR 7 DIAS ,,uso oral 1 predsim 20mg tomar 1cp pela manha por 5 dias 2 azitromicina 500mg tomar 1cp 1x ao dia por 5 dias uso nasal 3 avamys inalar 2 jatos em cada narina 1x ao dia por 7 dias,Nulo
827,2020-03-27,1100000827,12345670827,Paula,"USO ORAL 1. BROMOPRIDA 10MG --- TOMAR 1CP DE 8/8H SE NAUSEA.  2. SIMETICONA 40MG --- TOMAR 1CP DE 6/6H SE GASES. 3. BUSCOPAN COMPOSTO --- TOMAR 1CP DE 8/8H SE DOR. 4. PANTOPRAZOL 40MG --- TOMAR 1CP EM JEJUM PELA MANHÃ, 30 MINUTOS ANTES DO CAFÉ. ",,uso oral 1 bromoprida 10mg tomar 1cp 88h se nausea 2 simeticona 40mg tomar 1cp 66h se gases 3 buscopan composto tomar 1cp 88h se dor 4 pantoprazol 40mg tomar 1cp em jejum pela manha 30 minutos antes cafe,Nulo
828,2020-02-04,1100000828,12345670828,Lucas, A nutricionista Encaminho paciente para avaliação e conduta. Grata ,,nutricionista encaminho paciente avaliacao conduta grata,Nulo
829,2020-05-13,1100000829,12345670829,Juliana,"USO ORAL: 1) CETOPROFENO 100 MG ---------------- TOMAR 1 COMPRIMIDO A CADA 12 HORAS, POR 3 DIAS. 2) KOIDE D XAROPE -------------------- TOMAR 10 ML A CADA 8 HORAS, POR 5 DIAS. ",,uso oral 1 cetoprofeno 100 mg tomar 1 comprimido cada 12 horas por 3 dias 2 koide d xarope tomar 10 ml cada 8 horas por 5 dias,Nulo
830,2020-06-25,1100000830,12345670830,Fernando,Uso oral: 1) Buscopan composto ---------------------- Tomar 1 comprimido de 6/6h em caso de dor abdominal 2) Vonau 4mg ------------------------------ Tomar 1 comprimido sublingual de 8/8h em caso de náusea ou vômito 3) Loperamida 2mg ---------------------- Tomar 1 comprimido de 8/8h em caso de diarreia 4) Zinco quelato 25mg --------------------- Tomar 1 comprimido ao dia por 7 dias ,,uso oral 1 buscopan composto tomar 1 comprimido 66h em caso dor abdominal 2 vonau 4mg tomar 1 comprimido sublingual 88h em caso nausea ou vomito 3 loperamida 2mg tomar 1 comprimido 88h em caso diarreia 4 zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Nulo
831,2020-06-22,1100000831,12345670831,Cristina,"Uso oftalmológico: 1) vigadexa ---- 1 frasco Aplicar 1 gota, de 6/6h, em olho direito 2) Lacrifilm ---- Aplicar 1 gota, em olho direito, até de 1/1 hora.  ",,uso oftalmologico 1 vigadexa 1 frasco aplicar 1 gota 66h em olho direito 2 lacrifilm aplicar 1 gota em olho direito ate 11 hora,Nulo
832,2020-06-17,1100000832,12345670832,Rafael,"USO ORAL 1. AMOXICILINA 500 MG + CLAVULANATO TOMAR 1 CPD, VIA ORAL, DE 8/8 HORAS, POR 7 DIAS ",,uso oral 1 amoxicilina 500 mg clavulanato tomar 1 cpd via oral 88 horas por 7 dias,Nulo
833,2020-07-29,1100000833,12345670833,Patrícia,USO ORAL: 1) LISADOR DIP 1 G TOMAR 1 CP DE 6/6H SE DOR  2) CICLOBENZAPRINA 5MG TOMAR 1 CP A NOITE POR 5 NOITES ,,uso oral 1 lisador dip 1 g tomar 1 cp 66h se dor 2 ciclobenzaprina 5mg tomar 1 cp noite por 5 noites,Nulo
834,2020-09-08,1100000834,12345670834,Vinícius,USO ORAL 1) ONDIF 4MG APLICAR 1 FILME SOBRE A LINGUA 8/8H SE NAUSEAS OU VOMITOS  ,,uso oral 1 ondif 4mg aplicar 1 filme sobre lingua 88h se nauseas ou vomitos,Nulo
835,2020-10-01,1100000835,12345670835,Camila,Solicito US obstetrico com doppler fetal  CID: Z35 ,,solicito us obstetrico com doppler fetal cid z35,Ultrassonografia
836,2020-10-18,1100000836,12345670836,Rodrigo,uso oral 1- MILGAMMA 150MG TOMAR 1 CP DE 12/12 HRS POR 60 DIAS  ,,uso oral 1 milgamma 150mg tomar 1 cp 1212 hrs por 60 dias,Nulo
837,2020-08-10,1100000837,12345670837,Tatiana,USO ORAL 1) Dipirona 1000mg................ Tomar até 2 cps de 6/6h se dor ou febre 2) Miosan 10mg................... Tomar 1cp 1x/d antes de dormir até melhora dos sintomas ,,uso oral 1 dipirona 1000mg tomar ate 2 cps 66h se dor ou febre 2 miosan 10mg tomar 1cp 1xd antes dormir ate melhora sintomas,Nulo
838,2020-10-25,1100000838,12345670838,Gustavo,"USO ORAL DIPIRONA SOLUÇÃO DAR 3 ML DE 6/6H SE DOR OU FEBRE. USO TÓPICO NASAL SORO FISIOLÓGICO 0,9% 10 ML EM CADA NARINA VÁRIAS VEZES AO DIA. O SORO NÃO PODE SER FRIO.  RETORNO SE PIORA. ",,uso oral dipirona solucao dar 3 ml 66h se dor ou febre uso topico nasal soro fisiologico 09 10 ml em cada narina varias vezes ao dia soro nao pode ser frio retorno se piora,Nulo
839,2020-11-14,1100000839,12345670839,Isabela,Uso oral: 1) Prednisona 20mg ------------------------ Tomar 1 comprimido pela manhã por 5 dias 2) Dipirona 500mg ------------------------- Tomar 1 comprimido de 4/4h em caso de dor ou febre 3) Koide D -------------------------------- Tomar 15 ml de 8/8h por 3 dias 4) Zinco quelato 25mg --------------------- Tomar 1 comprimido ao dia por 7 dias ,,uso oral 1 prednisona 20mg tomar 1 comprimido pela manha por 5 dias 2 dipirona 500mg tomar 1 comprimido 44h em caso dor ou febre 3 koide d tomar 15 ml 88h por 3 dias 4 zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Nulo
840,2020-12-17,1100000840,12345670840,João,"Uso contínuo Escitalopran 10 mg   SUSPENDER Mirtazapina 30 mg Tomar 1cp ao dia a noite, contínuo ",,uso continuo escitalopran 10 mg suspender mirtazapina 30 mg tomar 1cp ao dia noite continuo,Nulo
841,2020-10-21,1100000841,12345670841,Maria,"USO OFTALMOLOGICO 1) MOXIFLOXACINO 0,5% COLIRIO  APLICAR 02 GTS 08/08 HRS POR 05-07 DIAS 2) LACRIBELL (OU SIMILAR) COLIRIO APLICAR 02 GTS 08/08 HRS POR 05-07 DIAS ",,uso oftalmologico 1 moxifloxacino 05 colirio aplicar 02 gts 0808 hrs por 0507 dias 2 lacribell ou similar colirio aplicar 02 gts 0808 hrs por 0507 dias,Nulo
842,2020-10-14,1100000842,12345670842,José,                                                                USO  INT                          1- Ciprofloxacina 500mg                                                        01 cx                               Tomar 01 cp VO 12/12h por 7 dias                          2- Florax                                                                             01 cx                                Tomar 01 frasco VO 12/12h por 5 dias                          3- Digesam                                                                  01 cx                               Tomar 01 cp VO 8/8h uso continuo                           4- Pantoprazol 40mg                                                               01 cx                                  Tomar 01 cp VO 1x/dia uso continuo ,,uso int 1 ciprofloxacina 500mg 01 cx tomar 01 cp vo 1212h por 7 dias 2 florax 01 cx tomar 01 frasco vo 1212h por 5 dias 3 digesam 01 cx tomar 01 cp vo 88h uso continuo 4 pantoprazol 40mg 01 cx tomar 01 cp vo 1xdia uso continuo,Nulo
843,2020-01-15,1100000843,12345670843,Ana,"USO ORAL 1. PREDSIM 40MG --- TOMAR 1CP PELA MANHÃ POR 5 DIAS. 2. ACETILCISTEÍNA 600MG --- DILUIR 1 SACHÊ EM ÁGUA. TOMAR PELA NOITE POR 5 DIAS. 3. LORATADINA 10MG --- TOMAR 1CP, 1 VEZ AO DIA, POR 5 DIAS. 4. DIPIRONA 1G -- TOMAR 1CP DE 6/6H SE DOR OU FEBRE. ",,uso oral 1 predsim 40mg tomar 1cp pela manha por 5 dias 2 acetilcisteina 600mg diluir 1 sache em agua tomar pela noite por 5 dias 3 loratadina 10mg tomar 1cp 1 vez ao dia por 5 dias 4 dipirona 1g tomar 1cp 66h se dor ou febre,Nulo
844,2020-07-07,1100000844,12345670844,Pedro,"USO ORAL  1- Amoxicilina com Clavulanato 400 mg+57mg /5mL--------------------------------------------- 	Dar 6,5  mL de 12 em 12 horas por  7 dias 2 - Dipirona solução oral  50mg/mL -------------------------------- 	Dar 6,5 mL de até de 6 em 6 horas se dor ou febre (temperatura maior que 37,8 °C) ou 3 - Alivium 100 mg/dL ou Tylenol gotas  --------------------------------------------------------- 	Dar 20  gotas de até de 6 em 6 horas se dor ou febre (temperatura maior que 37,8 °C). Intercalando com a dipirona ",,uso oral 1 amoxicilina com clavulanato 400 mg57mg 5ml dar 65 ml 12 em 12 horas por 7 dias 2 dipirona solucao oral 50mgml dar 65 ml ate 6 em 6 horas se dor ou febre temperatura maior que 378 c ou 3 alivium 100 mgdl ou tylenol gotas dar 20 gotas ate 6 em 6 horas se dor ou febre temperatura maior que 378 c intercalando com dipirona,Nulo
845,2020-11-16,1100000845,12345670845,Mariana,USO ORAL  1) REHIDRAT 90			1 CX DILUIR 1 ENVELOPE PARA CADA 500 ML DE AGUA E TOMAR 2 LITROS 2) BROMOPRIDA 10 MG		1 CX TOMAR 1 CP DE 6/6 HORAS SE NAUSEAS OU VOMITOS 3) ENTEROGERMINA 		1 CX TOMAR 1 FR DE 12/12 HORAS POR 5 DIAS  4) DIPIRONA 1G			1 CX TOMAR 1 CP DE 6/6 HORAS SE DOR ,,uso oral 1 rehidrat 901 cx diluir 1 envelope cada 500 ml agua tomar 2 litros 2 bromoprida 10 mg1 cx tomar 1 cp 66 horas se nauseas ou vomitos 3 enterogermina 1 cx tomar 1 fr 1212 horas por 5 dias 4 dipirona 1g1 cx tomar 1 cp 66 horas se dor,Nulo
846,2020-11-17,1100000846,12345670846,Carlos,"Uso oral 1) Ibuprofeno gotas Dar 8 gotas de 6/6h se dor ou febre 2) Amoxicilina + clavulanato 400mg/5ml Dar 2,5 ml de 12/12h por 10 dias  Uso inalatorio 3) Soro fisiologico 0,9% ---------------- 1Fr. Fazer inalação com 5 ml de soro fisiologico 0,9% 4x/dia até melhorar Uso nasal 4) Soro fisiologico 0,9% ------------------ 1Fr. Fazer lavagem nasal com 5 ml de soro fisiologico 0,9% em cada narina 5x/dia até melhorar ",,uso oral 1 ibuprofeno gotas dar 8 gotas 66h se dor ou febre 2 amoxicilina clavulanato 400mg5ml dar 25 ml 1212h por 10 dias uso inalatorio 3 soro fisiologico 09 1fr fazer inalacao com 5 ml soro fisiologico 09 4xdia ate melhorar uso nasal 4 soro fisiologico 09 1fr fazer lavagem nasal com 5 ml soro fisiologico 09 em cada narina 5xdia ate melhorar,Nulo
847,2020-02-29,1100000847,12345670847,Paula,"USO ORAL: 1 - ALEKTOS ---------------- TOMAR 01 CP AO DEITAR POR 07 DIAS USO INALATORIO: 2 - NASONEX 50 MCG ---------------- APLICAR 02 JATOS EM CADA NARINA , 12/12H POR 10 DIAS 3 - LAVAGEM NASAL SF 0,9% , ALTO FLUXO ( GARRAFINHA ) 120 ML CADA NARINA ,12/12H  ",,uso oral 1 alektos tomar 01 cp ao deitar por 07 dias uso inalatorio 2 nasonex 50 mcg aplicar 02 jatos em cada narina 1212h por 10 dias 3 lavagem nasal sf 09 alto fluxo garrafinha 120 ml cada narina 1212h,Nulo
848,2020-03-13,1100000848,12345670848,Lucas,"USO ORAL 1)DIPIRONA 500MG--- 01CX TOMAR 02CP DE 6/6HRS SE DOR OU FEBRE 2)PARACETAMOL 750MG--- 01CX TOMAR 01CP DE 6/6HRS SE DOR OU FEBRE NÃO RESOLVIDA COM DIPIRONA (TOMAR 03HRS APÓS)   3) METOCLOPRAMIDA 10MG------------------------01CX TOMAR 01CP DE 08/08H SE NAUSEAS OU VOMITOS. 4) SOLUÇAO DE REPOSIÇAO ORAL----------------30 ENVELOPES DILUIR O CONTEUDO DE 01 ENVELOPE EM 1L DE AGUA E GUARDAR NA GELADEIRA. INGERIR 2 L DA SOLUÇÃO POR DIA AO LONGO DO DIA. CONTINUAR HIDRATAÇAO ATE 02 DIAS APOS REMISSAO DA FEBRE. AGUA E OUTROS LIQUIDOS (SUCOS, CHAS, AGUA DE COCO) -INGERIR 4L DE AGUA E/OU OUTROS LIQUIDOS AO DIA. -CONTINUAR HIDRATAÇAO ATE 02 DIAS APOS REMISSAO DA FEBRE. *RETORNAR A UNIDADE SE: .PONTOS VERMELHOS NA PELE .FEZES PRETAS .SANGRAMENTO ACIDENTAL QUE NÃO PARA DE SANGRAR .SANGRAMENTO ESPONTANEO .DOR ABDOMINAL FORTE E CONTINUA .CONFUSÃO MENTAL *NÃO USAR ANTI INFLAMATÓRIOS (IBUPROFENO, DICLOFENACO, CETOPROFENO E SEMELHANTES) OBSERVAR SURGIMENTO DE SINAIS DE ALARME, PRINCIPALMENTE APÓS REMISSAO DA FEBRE. RETORNO AO PS IMEDIATO SE SINAIS DE ALARME.  ",,uso oral 1dipirona 500mg 01cx tomar 02cp 66hrs se dor ou febre 2paracetamol 750mg 01cx tomar 01cp 66hrs se dor ou febre nao resolvida com dipirona tomar 03hrs apos 3 metoclopramida 10mg01cx tomar 01cp 0808h se nauseas ou vomitos 4 solucao reposicao oral30 envelopes diluir conteudo 01 envelope em 1l agua guardar na geladeira ingerir 2 l solucao por dia ao longo dia continuar hidratacao ate 02 dias apos remissao febre agua outros liquidos sucos chas agua coco ingerir 4l agua eou outros liquidos ao dia continuar hidratacao ate 02 dias apos remissao febre retornar unidade se pontos vermelhos na pele fezes pretas sangramento acidental que nao sangrar sangramento espontaneo dor abdominal forte continua confusao mental nao usar anti inflamatorios ibuprofeno diclofenaco cetoprofeno semelhantes observar surgimento sinais alarme principalmente apos remissao febre retorno ao ps imediato se sinais alarme,Nulo
849,2020-10-16,1100000849,12345670849,Juliana,"USO OFTALMOLOGICO 1 - HYABAC 0,15% COLIRIO ____ 1 FRASCO PINGAR 01 GOTA DE 4/4 HORAS POR 05 DIAS.  ",,uso oftalmologico 1 hyabac 015 colirio 1 frasco pingar 01 gota 44 horas por 05 dias,Nulo
850,2020-11-30,1100000850,12345670850,Fernando,"USO ORAL 1) FLORATIL 200MG TOMAR 01 CP 12/12 HRS POR 05 DIAS 2) BUSCOPAM COMPOSTO TOMAR 01 CP 08/08 HRS SE COLICA 3) DRAMIN TOMAR 01 CP 08/08 HRS SE NAUSEAS 4) SORO DE REIDRATAÇÃO ORAL SE ENVELOPE: DILUIR 1 UNIDADE EM 1L AGUA, TOMAR 250ML 4X/DIA POR 05 DIAS OU SE FRASCO/GARRAFA: TOMAR 250ML 4X/DIA POR 05 DIAS ",,uso oral 1 floratil 200mg tomar 01 cp 1212 hrs por 05 dias 2 buscopam composto tomar 01 cp 0808 hrs se colica 3 dramin tomar 01 cp 0808 hrs se nauseas 4 soro reidratacao oral se envelope diluir 1 unidade em 1l agua tomar 250ml 4xdia por 05 dias ou se frascogarrafa tomar 250ml 4xdia por 05 dias,Nulo
851,2020-12-02,1100000851,12345670851,Cristina,USO TÓPICO .......... LOXONIN FLEX  APLICAR 1 ADESIVO AO DIA  ,,uso topico loxonin flex aplicar 1 adesivo ao dia,Nulo
852,2020-07-04,1100000852,12345670852,Rafael,USO ORAL:  1- DIPIORNA 1G ----------------- TOMAR 01 CP VIA ORAL DE 6/6 HORAS  2- ESCOPOLAMINA 10MG -------------  TOMAR 01 CP VIA ORAL DE 8/8 HORAS SE COLICA  3- CETOPROFENO 100MG --------------- 10 CPS  TOMAR 01 CP VIA ORAL DE 12/12 HORAS POR 05 DIAS  4- PANTOPRAZOL 40MG ----------------- TOMAR 01 CP VIA ORAL EM JEJUM DE MANHA POR 14 DIAS  ,,uso oral 1 dipiorna 1g tomar 01 cp via oral 66 horas 2 escopolamina 10mg tomar 01 cp via oral 88 horas se colica 3 cetoprofeno 100mg 10 cps tomar 01 cp via oral 1212 horas por 05 dias 4 pantoprazol 40mg tomar 01 cp via oral em jejum manha por 14 dias,Nulo
853,2020-05-13,1100000853,12345670853,Patrícia,USO ORAL 1) PARACETAMOL GOTAS ___________________1 FRASCO DAR 29 GOTAS DE 6/6H SE DOR OU FEBRE  2) DIPIRONA SOL ORAL 50MG/ML  ___________________1 FRASCO DAR 9 ML DE 6/6H SE DOR OU FEBRE ,,uso oral 1 paracetamol gotas 1 frasco dar 29 gotas 66h se dor ou febre 2 dipirona sol oral 50mgml 1 frasco dar 9 ml 66h se dor ou febre,Nulo
854,2020-11-09,1100000854,12345670854,Vinícius,USO ORAL 1)PANTOPRAZOL 40MG--- 01CX TOMAR 01CP PELA MANHÃ POR 60 DIAS 2)BUSCOPAM COMPOSTO -- 01CX TOMAR 01CP DE 8/8HRS SE DOR ABDOMINAL 3)BROMOPRIDA 10MG-- 01CX TOMAR 01CP DE 8/8HRS SE NAUSEAS OU VOMITOS   ,,uso oral 1pantoprazol 40mg 01cx tomar 01cp pela manha por 60 dias 2buscopam composto 01cx tomar 01cp 88hrs se dor abdominal 3bromoprida 10mg 01cx tomar 01cp 88hrs se nauseas ou vomitos,Nulo
855,2020-09-18,1100000855,12345670855,Camila,"USO ORAL 1) Amoxicilina+Clavulanato 875/125mg Tomar 1 comprimido, via oral, 12/12 horas por 7 dias ",,uso oral 1 amoxicilinaclavulanato 875125mg tomar 1 comprimido via oral 1212 horas por 7 dias,Nulo
856,2020-04-10,1100000856,12345670856,Rodrigo,"1) DIPIRONA OU PARACETAMOL  20 GTS, 6/6H SE FEBRE(37,8) 2) VONAU FLASH 4MG  1 CP, 8/8 H SE VOMITO  3) ENTEROGERMINA  1 FLACONETE 12/12 H POR 3 DIAS  ",,1 dipirona ou paracetamol 20 gts 66h se febre378 2 vonau flash 4mg 1 cp 88 h se vomito 3 enterogermina 1 flaconete 1212 h por 3 dias,Nulo
857,2020-09-15,1100000857,12345670857,Tatiana,"USO INTERNO BUSCOPAN COMPOSTO GOTAS  ..........  TOMAR 30 GOTAS DE 6/6 HORAS POR 03 DIAS USO INTERNO ANNITA ..........  TOMAR 01 COMPRIMIDO DE 12/12 HS POR 3 DIAS USO INTERNO IMOSEC 02 MG..........  TOMAR 02 COMPRIMIDOS INICIALMENTE E MANTER 01 COMPRIMIDO A CADA NOVO EPISODIO DE DIARRÉIA, DOSE MÁXIMA DE 08 COMPRIMIDOS NAS 24 HORAS. USO INTERNO VONAU FLASH 08 MG...... ..........  COLOCAR SUB LINGUAL DE 8/8 HORAS SE NECESSÁRIO ",,uso interno buscopan composto gotas tomar 30 gotas 66 horas por 03 dias uso interno annita tomar 01 comprimido 1212 hs por 3 dias uso interno imosec 02 mg tomar 02 comprimidos inicialmente manter 01 comprimido cada novo episodio diarreia dose maxima 08 comprimidos nas 24 horas uso interno vonau flash 08 mg colocar sub lingual 88 horas se necessario,Nulo
858,2020-09-06,1100000858,12345670858,Gustavo,USO ORAL: 1. DIPIRONA GOTAS 500M/ML DAR 17 GOTAS DE 6/6 HORAS SE DOR OU FEBRE ,,uso oral 1 dipirona gotas 500mml dar 17 gotas 66 horas se dor ou febre,Nulo
859,2020-12-11,1100000859,12345670859,Isabela,USO INTERNO BUSCOPAN COMPOSTO GOTAS  ..........  TOMAR 30 GOTAS DE 6/6 HORAS USO INTERNO CIPRO 500 MG (CIPROFLOXACINO) ..........  TOMAR 01 COMPRIMIDO 12/12 HORAS POR 7 DIAS USO INTERNO FLAGYL 400 MG ..........  TOMAR 01 COMPRIMIDO DE 8/8 HS POR 7 DIAS ,,uso interno buscopan composto gotas tomar 30 gotas 66 horas uso interno cipro 500 mg ciprofloxacino tomar 01 comprimido 1212 horas por 7 dias uso interno flagyl 400 mg tomar 01 comprimido 88 hs por 7 dias,Nulo
860,2020-01-01,1100000860,12345670860,João,"À CIRURGIA PEDIÁTRICA  ENCAMINHO O PACIENTE PARA AVALIAÇÃO E CONDUTA,  ATENCIOSAMENTE ",,cirurgia pediatrica encaminho paciente avaliacao conduta atenciosamente,Nulo
861,2020-02-16,1100000861,12345670861,Maria,"USO ORAL: 1. DIOVAN HCT 320/25MG ________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO. 2. METILDOPA 250MG_____________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, 12/12H. 3. DIUPRESS 25/5MG _____________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO.  4. ALOPURINOL 100MG ____________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO.  5. COLECALCIFEROL 10.000UI _______________________________ CONTÍNUO (DOSS, ALTA D, DPREV, DEPURA, ADDERA) TOMAR 1 COMPRIMIDO, VIA ORAL, 1X POR SEMANA ",,uso oral 1 diovan hct 32025mg continuo tomar 1 comprimido via oral cedo 2 metildopa 250mg continuo tomar 1 comprimido via oral 1212h 3 diupress 255mg continuo tomar 1 comprimido via oral cedo 4 alopurinol 100mg continuo tomar 1 comprimido via oral cedo 5 colecalciferol 10000ui continuo doss alta d dprev depura addera tomar 1 comprimido via oral 1x por semana,Nulo
862,2020-02-02,1100000862,12345670862,José,"Uso oral  1) Klaricid 250mg/5ml  Dar 2,5ml de 12/12h por 7 dias  2) Celestamine xarope  Dar 2ml de 12/12h por 5 dias  ",,uso oral 1 klaricid 250mg5ml dar 25ml 1212h por 7 dias 2 celestamine xarope dar 2ml 1212h por 5 dias,Nulo
863,2020-09-19,1100000863,12345670863,Ana,"USO TOPICO  1- LACRIFILM PINGAR 1 GOTA DE 6/6H POR 5 DIAS 2- TOBRAMICINA 3MG/ML-------------- 01 FRASCO PINGAR 1 GOTA DE 4/4H POR 7 DIAS - COMPRESSA COM ÁGUA GELADA EM OLHO E LAVAR COM SF0,9%  ",,uso topico 1 lacrifilm pingar 1 gota 66h por 5 dias 2 tobramicina 3mgml 01 frasco pingar 1 gota 44h por 7 dias compressa com agua gelada em olho lavar com sf09,Nulo
864,2020-12-02,1100000864,12345670864,Pedro,"USO ORAL: 1 - TRAMADOL 50 MG --------------- TOMAR 01 CP ,8/8H POR 03 DIAS 2 - TORAGESIC 10 MG ---------- TOMAR 01 CP ,8/8H SUBLINGUAL POR 03 DIAS ",,uso oral 1 tramadol 50 mg tomar 01 cp 88h por 03 dias 2 toragesic 10 mg tomar 01 cp 88h sublingual por 03 dias,Nulo
865,2020-12-28,1100000865,12345670865,Mariana,"maxsulid 400 mg .......... 1 cx. tomar 1 cp 12/12hs., por 5 dias ",,maxsulid 400 mg 1 cx tomar 1 cp 1212hs por 5 dias,Nulo
866,2020-04-05,1100000866,12345670866,Carlos,"  Uso oral:  1 - Dipirona 1 grama Tomar 1 cp 6/6 hs se dor ou febre.  2 - Paracetamol 750 mg Tomar 1 cp 8/8 hs se dor ou febre.  Obs: 3 a 4 litros de líquido por dia: Água, água, de coco, suco, Gatorade, chás.  ",,uso oral 1 dipirona 1 grama tomar 1 cp 66 hs se dor ou febre 2 paracetamol 750 mg tomar 1 cp 88 hs se dor ou febre obs 3 4 litros liquido por dia agua agua coco suco gatorade chas,Nulo
867,2020-01-30,1100000867,12345670867,Paula,Uso tópico:  1 - Clob-X Shampoo  Lavar couro cabeludo 2 vezes por semana por 4 semanas.  Deixar agir 5 minutos e enxaguar.  ,,uso topico 1 clobx shampoo lavar couro cabeludo 2 vezes por semana por 4 semanas deixar agir 5 minutos enxaguar,Nulo
868,2020-04-21,1100000868,12345670868,Lucas,USO ORAL 1. IVERMECTINA ------------------ TOMAR 4CP E MEIO HOJE. DOSE UNICA  USO TOPICO  1. PERMETRINA 5% LOÇÃO --------------- APLICAR  A NOITE E LAVAR PELA MANHA ,,uso oral 1 ivermectina tomar 4cp meio hoje dose unica uso topico 1 permetrina 5 locao aplicar noite lavar pela manha,Nulo
869,2020-02-17,1100000869,12345670869,Juliana,"USO ORAL 1- AMOXICILINA + CLAVULANATO  (875 + 125 MG) ----------------------------------- 14 CP TOMAR 01 CP DE 12/12H, POR 7 DIAS  ",,uso oral 1 amoxicilina clavulanato 875 125 mg 14 cp tomar 01 cp 1212h por 7 dias,Nulo
870,2020-08-25,1100000870,12345670870,Fernando,USO ORAL 1) MAXSULID 400MG TOMAR 01 CP 12/12 HRS POR 05 DIAS (APÓS REFEIÇÃO) USO TOPICO 2) DICLOFENACO GEL APLICAR 3X/DIA EM REGIAO (APOS COMPRESSA QUENTE POR 15-20 MIN) ,,uso oral 1 maxsulid 400mg tomar 01 cp 1212 hrs por 05 dias apos refeicao uso topico 2 diclofenaco gel aplicar 3xdia em regiao apos compressa quente por 1520 min,Nulo
